date,product_id,units_sold,promo_flag,discount_pct,realised_selling_price,revenue,product_cost,impressions,clicks,ad_spend,ad_attributed_units,fulfilment_fees,profit,cpc,roas,acos,profit_margin_pct,click_to_order_proxy
2025-06-21,SKU061,4,0,0.0,35.54,142.16,57.76,1302,56,55.83,11,9.83,18.74,0.9969642857142856,2.5463012717177147,0.39272650534608894,0.13182329769274057,0.19642857142857142
2025-06-22,SKU061,3,0,0.0,35.54,106.62,43.32,2631,152,150.04,31,4.72,-91.46,0.9871052631578947,0.7106105038656358,1.407240667792159,-0.8578127930969799,0.20394736842105263
2025-06-23,SKU061,4,1,0.0556,33.56,134.24,57.76,869,58,63.8,7,7.53,5.15,1.0999999999999999,2.1040752351097183,0.4752681764004767,0.038364123957091774,0.1206896551724138
2025-06-24,SKU061,1,0,0.0,35.54,35.54,14.44,2859,116,123.02,21,2.07,-103.99,1.0605172413793102,0.2888961144529345,3.461451885199775,-2.925998874507597,0.1810344827586207
2025-06-25,SKU061,1,0,0.0,35.54,35.54,14.44,2634,132,142.7,17,1.0,-122.6,1.081060606060606,0.24905395935529084,4.015194147439504,-3.449634214969049,0.12878787878787878
2025-06-26,SKU061,1,0,0.0,35.54,35.54,14.44,2813,152,161.8,22,2.16,-142.86,1.0644736842105265,0.21965389369592087,4.552616769836804,-4.01969611705121,0.14473684210526316
2025-06-27,SKU061,2,1,0.1456,30.36,60.72,28.88,1824,89,97.59,19,2.3,-68.05,1.0965168539325842,0.622194897018137,1.607213438735178,-1.1207180500658762,0.21348314606741572
2025-06-28,SKU061,2,0,0.0,35.54,71.08,28.88,1393,77,82.32,15,5.36,-45.48,1.069090909090909,0.8634596695821186,1.1581316826111423,-0.6398424310635903,0.19480519480519481
2025-06-29,SKU061,5,0,0.0,35.54,177.7,72.2,2240,104,114.11,22,4.9,-13.51,1.0972115384615384,1.5572693015511347,0.6421496904895893,-0.07602701181767023,0.21153846153846154
2025-06-30,SKU061,2,0,0.0,35.54,71.08,28.88,2531,162,172.7,24,1.94,-132.44,1.0660493827160493,0.4115807759119861,2.4296567248171073,-1.863252673044457,0.14814814814814814
2025-01-01,SKU062,14,0,0.0,39.66,555.24,323.82,1484,97,33.49,11,13.91,184.02,0.3452577319587629,16.579277396237682,0.06031625963547295,0.33142424897341694,0.1134020618556701
2025-01-02,SKU062,9,0,0.0,39.66,356.94,208.17,1995,117,38.06,15,20.95,89.76,0.32529914529914533,9.378349973725696,0.10662856502493417,0.2514708354345268,0.1282051282051282
2025-01-03,SKU062,9,0,0.0,39.66,356.94,208.17,1349,65,22.11,9,22.53,104.13,0.34015384615384614,16.1438263229308,0.061943183728357706,0.2917297024710035,0.13846153846153847
2025-01-04,SKU062,12,1,0.0685,36.94,443.28,277.56,2811,178,62.8,32,25.6,77.32,0.35280898876404493,7.058598726114649,0.1416711784876376,0.17442699873669013,0.1797752808988764
2025-01-05,SKU062,8,0,0.0,39.66,317.28,185.04,1265,64,20.77,11,12.16,99.31,0.32453125,15.275878671160326,0.06546268280383258,0.31300428643469497,0.171875
2025-01-06,SKU062,8,1,0.1055,35.48,283.84,185.04,1577,87,26.9,11,15.73,56.17,0.30919540229885056,10.55167286245353,0.094771702367531,0.19789317925591884,0.12643678160919541
2025-01-07,SKU062,4,0,0.0,39.66,158.64,92.52,2328,135,41.97,16,10.27,13.88,0.3108888888888889,3.7798427448177265,0.26456127080181546,0.08749369641956632,0.11851851851851852
2025-01-08,SKU062,6,0,0.0,39.66,237.96,138.78,2423,146,47.86,12,5.5,45.82,0.32780821917808217,4.972001671541998,0.20112623970415194,0.19255337031433853,0.0821917808219178
2025-01-09,SKU062,10,0,0.0,39.66,396.6,231.3,1522,111,35.16,24,12.75,117.39,0.31675675675675674,11.27986348122867,0.08865355521936459,0.2959909228441755,0.21621621621621623
2025-01-10,SKU062,9,0,0.0,39.66,356.94,208.17,2500,171,57.26,21,20.45,71.06,0.3348538011695906,6.233670974502271,0.16041911805905754,0.19908107805233374,0.12280701754385964
2025-01-11,SKU062,8,1,0.1674,33.02,264.16,185.04,1867,119,40.42,19,21.36,17.34,0.3396638655462185,6.535378525482435,0.15301332525741973,0.0656420351302241,0.15966386554621848
2025-01-12,SKU062,10,0,0.0,39.66,396.6,231.3,1437,81,25.62,18,24.31,115.37,0.3162962962962963,15.480093676814988,0.06459909228441754,0.29089762985375694,0.2222222222222222
2025-01-13,SKU062,6,0,0.0,39.66,237.96,138.78,917,58,18.79,12,12.5,67.89,0.3239655172413793,12.664183076104312,0.07896285089931081,0.2853000504286435,0.20689655172413793
2025-01-14,SKU062,7,0,0.0,39.66,277.62,161.91,2199,147,48.33,20,10.67,56.71,0.32877551020408163,5.744258224705153,0.174086881348606,0.20427202651105827,0.1360544217687075
2025-01-15,SKU062,9,1,0.1718,32.85,295.65,208.17,1407,89,27.75,16,10.48,49.25,0.31179775280898875,10.654054054054054,0.09386098427194318,0.16658210722137665,0.1797752808988764
2025-01-16,SKU062,8,0,0.0,39.66,317.28,185.04,949,63,22.0,7,16.53,93.71,0.3492063492063492,14.42181818181818,0.06933938477054968,0.29535426122037317,0.1111111111111111
2025-01-17,SKU062,5,0,0.0,39.66,198.3,115.65,1359,90,31.21,12,10.62,40.82,0.3467777777777778,6.353732777955783,0.15738779626828037,0.2058497226424609,0.13333333333333333
2025-01-18,SKU062,6,0,0.0,39.66,237.96,138.78,1453,80,26.47,13,12.89,59.82,0.330875,8.989799773328297,0.11123718271978483,0.251386787695411,0.1625
2025-01-19,SKU062,14,1,0.0815,36.43,510.02,323.82,1992,103,35.49,14,19.87,130.84,0.3445631067961165,14.370808678500985,0.06958550645072743,0.2565389592564998,0.13592233009708737
2025-01-20,SKU062,2,0,0.0,39.66,79.32,46.26,2108,133,46.16,14,4.19,-17.29,0.3470676691729323,1.718370883882149,0.5819465456379224,-0.21797781139687344,0.10526315789473684
2025-01-21,SKU062,14,1,0.0665,37.02,518.28,323.82,2519,171,56.45,26,23.2,114.81,0.3301169590643275,9.181222320637731,0.10891795940418308,0.22152118545959715,0.15204678362573099
2025-01-22,SKU062,7,0,0.0,39.66,277.62,161.91,1195,79,25.08,11,5.73,84.9,0.31746835443037974,11.069377990430622,0.09033931272963042,0.3058137021828399,0.13924050632911392
2025-01-23,SKU062,15,1,0.0692,36.91,553.65,346.95,2067,126,40.63,17,26.67,139.4,0.3224603174603175,13.626630568545409,0.07338571299557482,0.2517836178090852,0.1349206349206349
2025-01-24,SKU062,10,0,0.0,39.66,396.6,231.3,2607,157,48.25,25,22.81,94.24,0.3073248407643312,8.219689119170985,0.12165910237014624,0.23761976802824,0.1592356687898089
2025-01-25,SKU062,11,0,0.0,39.66,436.26,254.43,1924,119,37.61,22,26.38,117.84,0.3160504201680672,11.599574581228397,0.0862100582221611,0.2701141521111264,0.18487394957983194
2025-01-26,SKU062,12,0,0.0,39.66,475.92,277.56,2799,176,62.55,20,18.83,116.98,0.3553977272727273,7.608633093525181,0.13142965204236004,0.2457976130442091,0.11363636363636363
2025-01-27,SKU062,14,0,0.0,39.66,555.24,323.82,1395,73,24.22,9,37.59,169.61,0.3317808219178082,22.92485549132948,0.043620776601109426,0.3054715078164398,0.1232876712328767
2025-01-28,SKU062,6,1,0.0743,36.71,220.26,138.78,1832,104,33.75,15,7.03,40.7,0.3245192307692308,6.526222222222222,0.15322800326886407,0.18478162171978574,0.14423076923076922
2025-01-29,SKU062,5,0,0.0,39.66,198.3,115.65,2114,142,51.06,18,12.43,19.16,0.3595774647887324,3.883666274970623,0.2574886535552194,0.09662128088754413,0.1267605633802817
2025-01-30,SKU062,8,0,0.0,39.66,317.28,185.04,2480,173,53.03,30,13.17,66.04,0.30653179190751445,5.983028474448425,0.16713943519919316,0.20814422592032278,0.17341040462427745
2025-01-31,SKU062,7,0,0.0,39.66,277.62,161.91,1925,109,35.06,12,13.82,66.83,0.321651376146789,7.918425556189389,0.12628773143145308,0.24072473164757582,0.11009174311926606
2025-02-01,SKU062,14,0,0.0,39.66,555.24,323.82,1836,126,42.8,14,13.98,174.64,0.33968253968253964,12.972897196261684,0.0770837835890786,0.3145306534111375,0.1111111111111111
2025-02-02,SKU062,6,0,0.0,39.66,237.96,138.78,2668,150,47.05,27,10.06,42.07,0.31366666666666665,5.057598299681191,0.19772230626996132,0.1767944192301227,0.18
2025-02-03,SKU062,8,0,0.0,39.66,317.28,185.04,2903,161,56.7,23,20.63,54.91,0.3521739130434783,5.595767195767195,0.1787065052950076,0.1730648008068583,0.14285714285714285
2025-02-04,SKU062,15,0,0.0,39.66,594.9,346.95,1720,110,35.19,22,28.81,183.95,0.31990909090909087,16.905370843989772,0.05915279878971255,0.30921163220709363,0.2
2025-02-05,SKU062,4,0,0.0,39.66,158.64,92.52,2099,169,58.16,32,4.99,2.97,0.34414201183431953,2.7276478679504814,0.3666162380231972,0.018721633888048414,0.1893491124260355
2025-02-06,SKU062,12,0,0.0,39.66,475.92,277.56,3447,196,67.09,32,13.47,117.8,0.34229591836734696,7.093754657922194,0.14096907043200538,0.24752059169608337,0.16326530612244897
2025-02-07,SKU062,9,0,0.0,39.66,356.94,208.17,2180,127,41.94,21,24.99,81.84,0.33023622047244094,8.510729613733906,0.11749873928391326,0.22928223230795092,0.16535433070866143
2025-02-08,SKU062,7,0,0.0,39.66,277.62,161.91,2559,149,51.61,27,18.98,45.12,0.3463758389261745,5.379190079441969,0.18590159210431526,0.1625243138102442,0.18120805369127516
2025-02-09,SKU062,8,0,0.0,39.66,317.28,185.04,1599,89,27.44,11,8.29,96.51,0.30831460674157307,11.562682215743438,0.08648512355017651,0.30417927382753407,0.12359550561797752
2025-02-10,SKU062,10,0,0.0,39.66,396.6,231.3,2247,130,43.38,18,14.42,107.5,0.33369230769230773,9.142461964038727,0.10937972768532526,0.27105395864851234,0.13846153846153847
2025-02-11,SKU062,4,0,0.0,39.66,158.64,92.52,1776,99,31.3,19,6.86,27.96,0.31616161616161614,5.068370607028753,0.19730206757438226,0.17624810892586992,0.1919191919191919
2025-02-12,SKU062,8,0,0.0,39.66,317.28,185.04,2140,129,43.49,14,7.83,80.92,0.3371317829457364,7.2954702230397785,0.13707135653050934,0.2550428643469491,0.10852713178294573
2025-02-13,SKU062,14,0,0.0,39.66,555.24,323.82,1984,101,32.15,19,37.57,161.7,0.3183168316831683,17.270295489891136,0.05790288884086161,0.2912254160363086,0.18811881188118812
2025-02-14,SKU062,8,0,0.0,39.66,317.28,185.04,1443,75,24.13,6,7.21,100.9,0.3217333333333333,13.148777455449647,0.07605269793242563,0.3180156328794756,0.08
2025-02-15,SKU062,7,1,0.0795,36.51,255.57,161.91,2327,126,43.17,22,6.65,43.84,0.34261904761904766,5.920083391243919,0.16891653949994132,0.1715381304534961,0.1746031746031746
2025-02-16,SKU062,7,1,0.1005,35.67,249.69,161.91,1478,92,29.68,11,14.17,43.93,0.3226086956521739,8.412735849056604,0.11886739557050743,0.17593816332251994,0.11956521739130435
2025-02-17,SKU062,7,0,0.0,39.66,277.62,161.91,949,58,20.84,6,14.91,79.96,0.3593103448275862,13.321497120921306,0.07506663785029896,0.28801959513003383,0.10344827586206896
2025-02-18,SKU062,4,0,0.0,39.66,158.64,92.52,2063,133,44.73,14,6.66,14.73,0.3363157894736842,3.546613011401744,0.2819591527987897,0.0928517397881997,0.10526315789473684
2025-02-19,SKU062,7,0,0.0,39.66,277.62,161.91,1957,119,36.64,12,5.75,73.32,0.30789915966386555,7.576965065502184,0.1319789640515813,0.26410200994164684,0.10084033613445378
2025-02-20,SKU062,4,0,0.0,39.66,158.64,92.52,1948,136,42.33,14,5.61,18.18,0.31124999999999997,3.7476966690290574,0.2668305597579425,0.11459909228441756,0.10294117647058823
2025-02-21,SKU062,7,0,0.0,39.66,277.62,161.91,1562,76,24.81,15,7.46,83.44,0.3264473684210526,11.189842805320437,0.08936676031986168,0.3005547150781644,0.19736842105263158
2025-02-22,SKU062,10,0,0.0,39.66,396.6,231.3,2612,168,54.74,31,26.64,83.92,0.32583333333333336,7.245158933138473,0.13802319717599595,0.21159858799798284,0.18452380952380953
2025-02-23,SKU062,2,0,0.0,39.66,79.32,46.26,1575,113,38.17,16,5.29,-10.4,0.33778761061946905,2.078071784123657,0.48121533030761476,-0.13111447302067575,0.1415929203539823
2025-02-24,SKU062,8,0,0.0,39.66,317.28,185.04,1313,79,25.21,9,17.15,89.88,0.31911392405063294,12.585481951606504,0.07945663136661625,0.28328290468986383,0.11392405063291139
2025-02-25,SKU062,5,0,0.0,39.66,198.3,115.65,1071,56,18.14,6,10.38,54.13,0.32392857142857145,10.931642778390298,0.09147755925365607,0.272970247100353,0.10714285714285714
2025-02-26,SKU062,6,0,0.0,39.66,237.96,138.78,1537,108,35.7,18,15.9,47.58,0.3305555555555556,6.665546218487394,0.15002521432173474,0.1999495713565305,0.16666666666666666
2025-02-27,SKU062,2,0,0.0,39.66,79.32,46.26,2070,135,42.16,24,1.97,-11.07,0.3122962962962963,1.881404174573055,0.5315179021684316,-0.13956127080181543,0.17777777777777778
2025-02-28,SKU062,8,0,0.0,39.66,317.28,185.04,2454,132,43.55,12,8.77,79.92,0.3299242424242424,7.285419058553387,0.13726046394351993,0.2518910741301059,0.09090909090909091
2025-03-01,SKU062,13,0,0.0,39.66,515.58,300.69,1809,96,31.97,7,23.91,159.01,0.3330208333333333,16.12699405692837,0.06200783583536987,0.3084099460801427,0.07291666666666667
2025-03-02,SKU062,11,0,0.0,39.66,436.26,254.43,1791,95,31.65,19,16.68,133.5,0.3331578947368421,13.783886255924171,0.07254848026406271,0.3060101774171366,0.2
2025-03-03,SKU062,8,0,0.0,39.66,317.28,185.04,2869,139,45.81,24,15.35,71.08,0.329568345323741,6.925998690242304,0.1443835098335855,0.22402924861321233,0.17266187050359713
2025-03-04,SKU062,6,0,0.0,39.66,237.96,138.78,989,69,22.86,10,5.42,70.9,0.331304347826087,10.409448818897639,0.09606656580937972,0.29794923516557403,0.14492753623188406
2025-03-05,SKU062,12,0,0.0,39.66,475.92,277.56,1715,137,42.77,18,19.7,135.89,0.3121897810218978,11.127425765723638,0.08986804504958817,0.28553118171121195,0.13138686131386862
2025-03-06,SKU062,7,0,0.0,39.66,277.62,161.91,1970,123,38.1,21,9.25,68.36,0.3097560975609756,7.2866141732283465,0.13723795115625675,0.24623586196959873,0.17073170731707318
2025-03-07,SKU062,7,0,0.0,39.66,277.62,161.91,1917,129,43.03,20,7.77,64.91,0.33356589147286825,6.451777829421334,0.15499603774944168,0.23380880340033136,0.15503875968992248
2025-03-08,SKU062,10,0,0.0,39.66,396.6,231.3,596,29,9.5,5,15.49,140.31,0.3275862068965517,41.747368421052634,0.023953605648008067,0.35378214826021176,0.1724137931034483
2025-03-09,SKU062,11,0,0.0,39.66,436.26,254.43,1715,110,37.09,16,9.39,135.35,0.3371818181818182,11.76220005392289,0.08501810846742769,0.3102507678907074,0.14545454545454545
2025-03-10,SKU062,3,0,0.0,39.66,118.98,69.39,988,52,17.14,11,4.0,28.45,0.32961538461538464,6.941656942823804,0.14405782484451168,0.23911581778450158,0.21153846153846154
2025-03-11,SKU062,9,0,0.0,39.66,356.94,208.17,2247,138,43.27,18,20.66,84.84,0.3135507246376812,8.249133348740466,0.12122485571804786,0.2376870062195327,0.13043478260869565
2025-03-12,SKU062,7,0,0.0,39.66,277.62,161.91,2067,141,47.87,18,13.63,54.21,0.3395035460992908,5.799456862335492,0.17242994020603702,0.1952669116057921,0.1276595744680851
2025-03-13,SKU062,10,0,0.0,39.66,396.6,231.3,2538,169,52.0,23,19.76,93.54,0.3076923076923077,7.626923076923077,0.13111447302067575,0.23585476550680787,0.13609467455621302
2025-03-14,SKU062,7,0,0.0,39.66,277.62,161.91,1028,64,21.45,8,6.56,87.7,0.33515625,12.942657342657343,0.07726388588718391,0.315899430876738,0.125
2025-03-15,SKU062,6,0,0.0,39.66,237.96,138.78,2842,185,61.62,26,14.0,23.56,0.3330810810810811,3.8617332035053558,0.25895108421583457,0.09900823667843334,0.14054054054054055
2025-03-16,SKU062,3,0,0.0,39.66,118.98,69.39,1685,94,32.24,17,4.31,13.04,0.34297872340425534,3.6904466501240694,0.27096991090939654,0.10959825180702638,0.18085106382978725
2025-03-17,SKU062,11,0,0.0,39.66,436.26,254.43,1689,100,31.31,19,24.65,125.87,0.3131,13.933567550303417,0.0717691285013524,0.2885206069774905,0.19
2025-03-18,SKU062,9,0,0.0,39.66,356.94,208.17,2210,131,41.16,23,18.3,89.31,0.3141984732824427,8.67201166180758,0.115313498066902,0.25021011934778953,0.17557251908396945
2025-03-19,SKU062,15,0,0.0,39.66,594.9,346.95,1001,45,14.75,4,31.94,201.26,0.3277777777777778,40.332203389830504,0.024794083039166248,0.33830895948898976,0.08888888888888889
2025-03-20,SKU062,11,0,0.0,39.66,436.26,254.43,1508,83,26.28,15,19.7,135.85,0.3166265060240964,16.600456621004565,0.0602393068353734,0.3113968734241049,0.18072289156626506
2025-03-21,SKU062,12,0,0.0,39.66,475.92,277.56,1606,80,26.81,8,33.6,137.95,0.335125,17.75158522939202,0.05633299714237686,0.28985964027567657,0.1
2025-03-22,SKU062,12,0,0.0,39.66,475.92,277.56,594,35,11.61,13,15.14,171.61,0.3317142857142857,40.992248062015506,0.02439485627836611,0.36058581274163726,0.37142857142857144
2025-03-23,SKU062,14,0,0.0,39.66,555.24,323.82,1072,57,18.11,9,19.62,193.69,0.317719298245614,30.65930425179459,0.03261652618687414,0.3488401412002017,0.15789473684210525
2025-03-24,SKU062,12,0,0.0,39.66,475.92,277.56,2215,125,39.69,17,26.27,132.4,0.31751999999999997,11.99092970521542,0.08339636913767019,0.27819801647335685,0.136
2025-03-25,SKU062,8,0,0.0,39.66,317.28,185.04,2420,147,47.35,30,9.57,75.32,0.322108843537415,6.700739176346356,0.14923726676752397,0.23739283913262732,0.20408163265306123
2025-03-26,SKU062,9,0,0.0,39.66,356.94,208.17,1827,113,38.76,12,8.65,101.36,0.3430088495575221,9.208978328173375,0.10858967893763657,0.2839692945593097,0.10619469026548672
2025-03-27,SKU062,6,0,0.0,39.66,237.96,138.78,2410,141,43.62,19,12.18,43.38,0.30936170212765957,5.455295735900964,0.18330811901159857,0.18229954614220878,0.1347517730496454
2025-03-28,SKU062,7,0,0.0,39.66,277.62,161.91,1406,105,37.7,20,12.37,65.64,0.35904761904761906,7.36392572944297,0.13579713277141417,0.2364382969526691,0.19047619047619047
2025-03-29,SKU062,10,0,0.0,39.66,396.6,231.3,1205,72,22.58,6,24.31,118.41,0.31361111111111106,17.564216120460586,0.05693393847705496,0.2985627836611195,0.08333333333333333
2025-03-30,SKU062,6,0,0.0,39.66,237.96,138.78,1423,84,26.6,13,16.13,56.45,0.3166666666666667,8.945864661654134,0.11178349302403766,0.2372247436543957,0.15476190476190477
2025-03-31,SKU062,10,0,0.0,39.66,396.6,231.3,1761,77,24.79,13,11.85,128.66,0.3219480519480519,15.998386446147641,0.06250630358043369,0.32440746343923343,0.16883116883116883
2025-04-01,SKU062,10,0,0.0,39.66,396.6,231.3,2397,179,60.73,32,26.86,77.71,0.3392737430167598,6.530545035402603,0.1531265758951084,0.19594049420070597,0.1787709497206704
2025-04-02,SKU062,11,0,0.0,39.66,436.26,254.43,2322,127,39.48,17,25.77,116.58,0.31086614173228344,11.05015197568389,0.0904964929170678,0.26722596616696465,0.13385826771653545
2025-04-03,SKU062,6,0,0.0,39.66,237.96,138.78,1824,109,38.99,16,10.32,49.87,0.3577064220183486,6.103103359835855,0.16385106740628677,0.20957303748529163,0.14678899082568808
2025-04-04,SKU062,10,0,0.0,39.66,396.6,231.3,1653,90,31.07,11,25.15,109.08,0.3452222222222222,12.76472481493402,0.07834089762985376,0.2750378214826021,0.12222222222222222
2025-04-05,SKU062,9,0,0.0,39.66,356.94,208.17,1326,75,26.38,20,19.35,103.04,0.35173333333333334,13.530705079605763,0.07390597859584244,0.2886759679497955,0.26666666666666666
2025-04-06,SKU062,14,0,0.0,39.66,555.24,323.82,1463,112,37.47,17,20.68,173.27,0.3345535714285714,14.818254603682947,0.06748433110006484,0.3120632519270946,0.15178571428571427
2025-04-07,SKU062,5,0,0.0,39.66,198.3,115.65,1777,91,31.71,12,12.94,38.0,0.3484615384615385,6.253547776726585,0.15990922844175492,0.19162884518406453,0.13186813186813187
2025-04-08,SKU062,9,1,0.0636,37.14,334.26,208.17,1467,85,30.41,13,10.51,85.17,0.35776470588235293,10.991779020059191,0.09097708370729372,0.2548016514090828,0.15294117647058825
2025-04-09,SKU062,16,0,0.0,39.66,634.56,370.08,1740,93,29.89,15,33.79,200.8,0.3213978494623656,21.22984275677484,0.04710350479072113,0.316439737771054,0.16129032258064516
2025-04-10,SKU062,8,0,0.0,39.66,317.28,185.04,1756,86,29.79,15,9.36,93.09,0.3463953488372093,10.650553877139979,0.09389183055975794,0.29340015128593044,0.1744186046511628
2025-04-11,SKU062,7,0,0.0,39.66,277.62,161.91,2128,123,39.27,28,11.5,64.94,0.31926829268292684,7.06951871657754,0.14145234493192135,0.23391686477919457,0.22764227642276422
2025-04-12,SKU062,10,0,0.0,39.66,396.6,231.3,1894,103,35.4,16,11.94,117.96,0.3436893203883495,11.203389830508476,0.08925869894099848,0.29742813918305594,0.1553398058252427
2025-04-13,SKU062,5,1,0.0841,36.32,181.6,115.65,1363,87,28.38,11,7.24,30.33,0.32620689655172413,6.3988724453840735,0.1562775330396476,0.16701541850220264,0.12643678160919541
2025-04-14,SKU062,7,1,0.106,35.46,248.22,161.91,2268,128,42.22,20,6.65,37.44,0.32984375,5.879204168640455,0.17009104826363708,0.15083393763596809,0.15625
2025-04-15,SKU062,5,0,0.0,39.66,198.3,115.65,2370,161,50.85,31,13.3,18.5,0.3158385093167702,3.8997050147492627,0.25642965204236007,0.09329299041855774,0.19254658385093168
2025-04-16,SKU062,15,0,0.0,39.66,594.9,346.95,1239,77,27.12,10,38.27,182.56,0.35220779220779225,21.9358407079646,0.04558749369641957,0.3068751050596739,0.12987012987012986
2025-04-17,SKU062,8,1,0.1059,35.46,283.68,185.04,1231,80,27.91,9,8.99,61.74,0.348875,10.164098889286993,0.09838550479413423,0.21763959390862944,0.1125
2025-04-18,SKU062,10,0,0.0,39.66,396.6,231.3,2810,168,60.22,20,24.92,80.16,0.35845238095238097,6.585851876453006,0.1518406454866364,0.20211800302571858,0.11904761904761904
2025-04-19,SKU062,7,0,0.0,39.66,277.62,161.91,1892,127,39.71,22,17.66,58.34,0.3126771653543307,6.99118609921934,0.14303724515524818,0.21014336142929185,0.1732283464566929
2025-04-20,SKU062,14,0,0.0,39.66,555.24,323.82,1353,86,27.62,14,18.18,185.62,0.32116279069767445,20.102824040550324,0.04974425473669044,0.3343058857431021,0.16279069767441862
2025-04-21,SKU062,8,0,0.0,39.66,317.28,185.04,897,51,17.29,8,18.08,96.87,0.3390196078431372,18.350491613649506,0.05449445284921836,0.3053139183055976,0.1568627450980392
2025-04-22,SKU062,8,0,0.0,39.66,317.28,185.04,1642,77,25.2,11,9.76,97.28,0.32727272727272727,12.59047619047619,0.0794251134644478,0.30660615229450333,0.14285714285714285
2025-04-23,SKU062,9,0,0.0,39.66,356.94,208.17,2042,123,42.07,19,17.24,89.46,0.34203252032520326,8.484430710720227,0.11786294615341514,0.25063035804336864,0.15447154471544716
2025-04-24,SKU062,18,0,0.0,39.66,713.88,416.34,2975,146,46.17,18,29.52,221.85,0.3162328767123288,15.461988304093566,0.06467473524962179,0.31076651538073624,0.1232876712328767
2025-04-25,SKU062,5,0,0.0,39.66,198.3,115.65,616,45,16.13,4,10.18,56.34,0.3584444444444444,12.293862368257907,0.08134140191628844,0.28411497730711044,0.08888888888888889
2025-04-26,SKU062,13,0,0.0,39.66,515.58,300.69,2252,110,34.76,12,30.56,149.57,0.316,14.832566168009208,0.06741921719228829,0.2901004693742969,0.10909090909090909
2025-04-27,SKU062,5,0,0.0,39.66,198.3,115.65,2415,148,52.8,24,6.95,22.9,0.3567567567567567,3.755681818181819,0.26626323751891073,0.11548159354513363,0.16216216216216217
2025-04-28,SKU062,8,0,0.0,39.66,317.28,185.04,1726,118,36.54,17,7.95,87.75,0.30966101694915255,8.683087027914613,0.11516641452344932,0.27656959152798793,0.1440677966101695
2025-04-29,SKU062,7,0,0.0,39.66,277.62,161.91,1685,91,30.36,18,18.86,66.49,0.3336263736263736,9.144268774703558,0.10935811540955262,0.2395000360204596,0.1978021978021978
2025-04-30,SKU062,3,0,0.0,39.66,118.98,69.39,1620,103,34.08,18,4.8,10.71,0.330873786407767,3.491197183098592,0.286434694906707,0.09001512859304085,0.17475728155339806
2025-05-01,SKU062,6,1,0.1436,33.97,203.82,138.78,1584,88,28.77,12,7.54,28.73,0.32693181818181816,7.084462982273201,0.14115395937591993,0.14095770778137573,0.13636363636363635
2025-05-02,SKU062,11,0,0.0,39.66,436.26,254.43,1933,111,39.5,12,12.27,130.06,0.35585585585585583,11.044556962025316,0.0905423371384037,0.29812497134736166,0.10810810810810811
2025-05-03,SKU062,17,0,0.0,39.66,674.22,393.21,1525,92,31.44,13,39.68,209.89,0.3417391304347826,21.44465648854962,0.04663166325531726,0.3113078817003352,0.14130434782608695
2025-05-04,SKU062,13,0,0.0,39.66,515.58,300.69,2062,125,39.79,16,24.54,150.56,0.31832,12.957527016838403,0.07717522014042437,0.29202063695255825,0.128
2025-05-05,SKU062,15,0,0.0,39.66,594.9,346.95,1156,79,27.11,8,31.99,188.85,0.3431645569620253,21.943932128365915,0.045570684148596406,0.31744831064044376,0.10126582278481013
2025-05-06,SKU062,13,0,0.0,39.66,515.58,300.69,2114,149,50.37,21,11.73,152.79,0.33805369127516777,10.235854675402026,0.09769579890608633,0.29634586291167225,0.14093959731543623
2025-05-07,SKU062,5,1,0.0556,37.46,187.3,115.65,1841,96,29.98,20,12.85,28.82,0.3122916666666667,6.247498332221482,0.1600640683395622,0.15387079551521624,0.20833333333333334
2025-05-08,SKU062,6,0,0.0,39.66,237.96,138.78,938,54,19.3,7,5.74,74.14,0.3574074074074074,12.329533678756476,0.08110606824676417,0.31156496890233654,0.12962962962962962
2025-05-09,SKU062,17,0,0.0,39.66,674.22,393.21,2658,157,51.04,18,33.28,196.69,0.3250955414012739,13.209639498432603,0.07570229302008247,0.2917297024710035,0.11464968152866242
2025-05-10,SKU062,13,0,0.0,39.66,515.58,300.69,1849,106,32.58,26,10.49,171.82,0.3073584905660377,15.825046040515655,0.06319096939369254,0.3332557508049187,0.24528301886792453
2025-05-11,SKU062,13,0,0.0,39.66,515.58,300.69,1593,96,29.42,11,22.13,163.34,0.30645833333333333,17.524813052345344,0.057061949648939056,0.3168082547810233,0.11458333333333333
2025-05-12,SKU062,17,0,0.0,39.66,674.22,393.21,2143,155,49.81,24,15.23,215.97,0.32135483870967746,13.535836177474403,0.07387796268280383,0.32032570970899704,0.15483870967741936
2025-05-13,SKU062,7,0,0.0,39.66,277.62,161.91,1701,96,30.73,15,12.37,72.61,0.3201041666666667,9.034168564920273,0.11069087241553202,0.26154455730855125,0.15625
2025-05-14,SKU062,3,0,0.0,39.66,118.98,69.39,2464,146,48.07,17,4.78,-3.26,0.32924657534246576,2.475140420220512,0.4040174819297361,-0.027399562951756596,0.11643835616438356
2025-05-15,SKU062,6,0,0.0,39.66,237.96,138.78,1976,126,45.26,22,15.61,38.31,0.3592063492063492,5.257622624834291,0.19020003361909563,0.16099344427634896,0.1746031746031746
2025-05-16,SKU062,6,0,0.0,39.66,237.96,138.78,2662,165,54.72,28,14.83,29.63,0.3316363636363636,4.348684210526316,0.22995461422087746,0.12451672550008404,0.1696969696969697
2025-05-17,SKU062,12,0,0.0,39.66,475.92,277.56,1413,80,26.33,14,11.68,160.35,0.329125,18.075199392328145,0.055324424272987054,0.3369263741805345,0.175
